domain,context,response,act,speaker
hotel,"Agent: I'm sorry but there are no 4 star hotels in the east, but there are quite a few 4 star guesthouses. Would one of those interest you? <SEP> User: Yes. I want to book one for 5 people and 2 nights starting from saturday. <SEP> Agent: Actually the A & B Guesthouse just opened up for Saturday. Your reference number is GM77DLR6 . Can I further assist you?","That's it for now, thank you so much.",general-thank,0
hotel,"User: I need it for four people and four nights starting Monday. <SEP> Agent: Booking was unsuccessful. Want to find another hotel? <SEP> User: Lets try City centre north b and b, if that is not successful, any hotel in the same price range",The A and B was indeed successful and your reference number is II677Z30 .,Booking-Book,1
hotel,"Agent: Both Hotels have internet, does not state if it is free. The hotels are The Gonville Hotel and the Lensfield Hotel. <SEP> User: Can you book The Gonville for me please? It'll be just me staying <SEP> Agent: Yes, I can help you with that. How many nights will you be staying?","4 nights, checking in on Saturday.",Hotel-Inform,0
hotel,"Agent: How does acorn guest house sound? They're on 154 chesterton rd and you'd get free parking, too. <SEP> User: Okay great! Can you please book a reservation for 4 people for 5 nights starting on Thursday? <SEP> Agent: Done! Your reference number is 1CD4LZ9R . Do you need assistance with anything else today?",No that was all I needed thanks so much for your help.,general-thank,0
hotel,"User: Hello, I'd like to get some info one a hotel please.",I can definitely assist with your lodging needs. Did you want me to look for a specific place or run a search in an area?,Hotel-Request,1
hotel,"Agent: The Acorn Guest House appears to meet your Criteria. Would you like more details on this hotel? <SEP> User: That sounds great, could you make the reservations for me there then? I will be there Sunday with 3 people and we will stay for 2 nights. <SEP> Agent: I am sorry the acorn doesn't have a room available then, how about another hotel?","No,lets try ext weekend,see if you can book it for then ?",Hotel-Inform,0
hotel,"User: I guess the centre. Can you reserve 2 nights starting Saturday? There are 8 of us. <SEP> Agent: Unfortunately, neither location can accommodate your request, would you like to try for a different length length of time? <SEP> User: Yes. Is either one available for just one night?",The marriott worked. Your reference number is NNFT47MW .,Booking-Book,1
hotel,"Agent: Archway house is in the moderate price range. They are located at: 52 gilbert road. Anythign else you need? <SEP> User: What is the price range? <SEP> Agent: I'm sorry, I only know that it is moderately priced. Can I book a room for you?",no that's fine.,Hotel-Request,0
hotel,"User: Yes, please book for 8 people, for 4 nights starting from Saturday. <SEP> Agent: Your hotel has been booked. Your reference number is 79Z7DU6E . Is there anything else I can help you with today? <SEP> User: No, that's all I need.",Thank you for using our service today.,general-bye,1
hotel,"Agent: Yes, there is free internet provided. Would you like me to book a room? <SEP> User: Sure you can book that for me, thank you! <SEP> Agent: I would be happy to book a room. Please let me know your arrival day, how many nights you're staying, and the number of people who will be staying.","Actually, I'm not ready to book yet. I think I have the information I need, thank you!",general-thank,0
hotel,"Agent: I have 3 hotels and 2 guesthouse that fit your requirements, do you have a price range preference? <SEP> User: Do any of them have free parking? <SEP> Agent: Yes, I have two guesthouses in the cheap range, and two hotels in the expensive range, all in centre with free parking. Would you have any other criteria to narrow it down?","Yes, what are their star ratings? I'd like one with a 4-star rating.",Hotel-Inform,0
hotel,User: In the same price range as the Belfry. Can I get the reference number too? <SEP> Agent: I have booked you at Finches Bed and Breakfast. Reference number is : J9AW7GHH Is there anything else you need help with? <SEP> User: No thank you. Goodbye.,Okay. Glad I could help.,general-bye,1
hotel,"User: That sounds great. Can you book it for 6 people starting Tuesday for a total of 2 nights? <SEP> Agent: The Acorn Guest House is unavailable at that time, but I booked you for the Arbury Lodge Guesthouse instead. It has all of the same features. <SEP> User: Okay. May I have the reference number?",Reference number is : 3Y3AE0U7 .,Hotel-Inform,1
hotel,User: I'm looking for a hotel to stay at. I want it to be at least 2 stars and in the center of town. <SEP> Agent: I have a 3 star hotel and a 4 star hotel both in the centre. Would you like to book one of them?,Do you have anything that is 2 star rated in the centre?,Hotel-Inform,0
hotel,"User: So is the name of the hotel Express by Holiday Inn Cambridge or just Holiday Inn Cambridge? Want to make sure I go to the right one! <SEP> Agent: The full name of your hotel is express by holiday inn Cambridge. Do you need further assistance? <SEP> User: No, you have been very helpful, thank you so much! Bye now.",Thank you for using our services.,general-bye,1
hotel,"Agent: How many days will you be staying? <SEP> User: I'll be staying for 3 nights starting on tuesday. <SEP> Agent: For how many guests please, sir?",one guest for three nights,Hotel-Inform,0
hotel,"User: I need a hotel with a zero star rating and I dont need free parking <SEP> Agent: Cityroomz is a 0 star hotel with no parking, would you like me to check on available dates for you? <SEP> User: i hope its in the centre",It is indeed in the centre.,Hotel-Inform,1
hotel,"User: How about in the moderate price range? <SEP> Agent: I have 12 guesthouses that match your needs. Do you have additional requirements to narrow down the search? <SEP> User: Could you recommend one with free wifi and free parking in the moderate price range, and give me the star rating and phone number?",Acorn Guest House is a 4 star place that meets your requirements. The phone number is 01223353888.,Hotel-Recommend,1
hotel,Agent: How about leverton house? They are located in the east and are cheap. <SEP> User: I changed my mind about the internet. Does Leverton House have free wifi? <SEP> Agent: Leverton house has internet. Would you like help booking a room?,"No, I just really need the postcode. Is this a moderate?",Hotel-Request,0
hotel,"Agent: No, I'm afraid they're both two stars. Would you like to try one of them anyway? <SEP> User: Do they have free wifi at either of them? <SEP> Agent: Yes both have free internet. Which one do you prefer?","I would really like a four star guesthouse in the north area, I don't need parking.",Hotel-Inform,0
hotel,"Agent: Of course, do you need anything specific? <SEP> User: Yes. The hotel should be 4 stars and located in the west with free parking please. <SEP> Agent: We have three choices, any other preferences?","As long as it is a hotel, I would like to book it.",Hotel-Inform,0
hotel,"Agent: The Hobson in not open, but I have the Hamilton open, would you like me too book it, it fits the same criteria. <SEP> User: yes, please and be sure to provide me the booking number, thank you. <SEP> Agent: Great. You're all booked and your reference number is UMRJOUWZ . Anything else I can do for you?",That will be all. Thank you for your help.,general-thank,0
hotel,"Agent: Yes, I was able to successfully book you for two nights. Is there anything else you need? <SEP> User: Can I have the reference number and address please? <SEP> Agent: Of course! The reference number is QZYSOMAW and the address is 74 chesterton road. May I help with anything else?","Nope, that's all I need. Thanks for your help!",general-thank,0
hotel,User: i want booking for four people <SEP> Agent: What day do you need to check in? <SEP> User: I'll arrive on Wednesday.,Booking was successful. Your reference number is 6WKSPADC .,Booking-Book,1
hotel,"User: Let's try a hotel type with free parking in the centre of town with a star of 2. <SEP> Agent: I'm sorry. I have no 2 star hotels in the center of town. However, I have some in other parts of town. Would you care to modify your search criteria? <SEP> User: how about for 2 nights?",The only 2 star hotels are in the north or the east. Do you mind staying in one of those areas?,Hotel-Inform,1
hotel,User: I'm looking for a place to stay. I need to find free parking and I only want to stay in a hotel and not any thing else other than that. <SEP> Agent: Huntingdon marriott hotel has parking and is a highly rated hotel.,The hotel should include free wifi.,Hotel-Inform,0
hotel,"Agent: I have a listing for arbury lodge guesthouse in the north of town, is that okay? <SEP> User: What is its rating. I need a 4 star hotel? <SEP> Agent: Yes it is 4 stars. Would you like me to book that for you?",Yes I need a room booked for 8 people. We will be there for 3 nights starting on Friday.,Hotel-Inform,0
hotel,"Agent: Is there a certain area you would like it to be in? <SEP> User: North part of town,please. <SEP> Agent: I was able to successfully book you at the university arms hotel, the reference number is 1F6HEPGZ .",Thank you very much. I appreciate your help.,general-thank,0
hotel,"Agent: How about a and b guest house? <SEP> User: Sure, as long as it is moderately priced. <SEP> Agent: of course. ive got some options. you can check the out",I will be happy too. I will also need a postcode.,Hotel-Request,0
hotel,"Agent: Let me give you their phone number which is 01223210353. Allenbell's address is 517a coldham lane, cb13js. Is there anything else I can help you with? <SEP> User: No. I'm all set. Thanks again. <SEP> Agent: I remind you that you can check-in in this guesthouse after 3:00 pm. You can leave your suitcases anytime.","Sure, have a fantastic day.",general-thank,0
hotel,User: I want to find a guesthouse to stay at in the north part of town. <SEP> Agent: The acorn guest house is in the north part of town. Would you like to make a booking? <SEP> User: Is that in the expensive price range?,"No, that is in the moderate price range.",Hotel-Inform,1
hotel,Agent: Is there a particular side of town you prefer? <SEP> User: I would like to be in the center. <SEP> Agent: The hotel is located in the west. Would you like a guesthouse instead?,"After rethinking some things, I actually would like an expensive hotel in the centre. I'd still like free parking as well. Are any available?",Hotel-Inform,0
hotel,"Agent: Yes, two of them are. Aylesbray lodge guest house and rose's bed and breakfast <SEP> User: Okay, please book 4 nights for 4 starting tuesday <SEP> Agent: Which hotel would you prefer me to book?",rose's bed and breakfast,Hotel-Inform,0
hotel,"User: Okay what is the address? <SEP> Agent: Allenbell is at 517A Coldham Lane. Would you like me to help you book a room there? <SEP> User: Yes. Please. Three people, wednesday, two nights.",Unfortunately booking was unsuccessful.,Booking-NoBook,1
hotel,"Agent: Yes, the allenbell meets all your needs. Shall I book the guesthouse for you? <SEP> User: Wait, first let me know: do they have internet access? <SEP> Agent: Yes, the Allenbell has internet service. Would you like me to book this location for you?","I don't need a booking yet. I do need the postcode, though.",Hotel-Request,0
hotel,"Agent: I am sorry but I do not have any hotels in the east. Would you like to change location or type of accomodations? <SEP> User: Yes, can you please change the location to centre? <SEP> Agent: We have one 4 star hotel that is in the centre, University Arms Hotel, it has internet and parking and is expensive, would this one suit you?","That will be fine. Can you book me a room for Saturday, please?",Hotel-Inform,0
hotel,"Agent: I'm sorry but that booking did not go through. Shall I try another hotel for you? <SEP> User: Yes one in the same price range. <SEP> Agent: I was able to book you at express by holiday inn cambridge, your reference number is MSGBHKWK, is there anything else that I can assist with?",No thank you. That will be all.,general-thank,0
hotel,"Agent: I have 16 guesthouses that are 4 star and have parking, do you have any other requirements to help narrow the search? <SEP> User: Do any of those have free wifi? <SEP> Agent: Yes. There are a number of hotels with wifi. Archway House is one of them that I can recommend.","Sure, what is its address and price range?",Hotel-Request,0
hotel,"User: I'm needing a 4 star guest house today. <SEP> Agent: Sure! We have 18 4 star guesthouses, would you like a specific part of town or price range?",Do you know if any of them offer free wifi?,Hotel-Inform,0
hotel,"Agent: Ashley hotel does have free parking <SEP> User: Thanks. Coulc you book a room for me, just one person. It will be three nights starting Sunday. <SEP> Agent: Booking was successful. Reference number is : LCFYMN3F","Great, thank you for all your help.",general-thank,0
hotel,User: I'm curious about the 3-star lodging options available in Cambridge.,There are no 3-star lodgings available in Cambridge. Shall we check 4-star locations instead?,Hotel-NoOffer,1
hotel,"User: Yes, we are arriving on Monday. Five of us for 5days, please. <SEP> Agent: Booking was successful. Reference number is : A51B0MGU . Enjoy your stay! <SEP> User: Thanks for your help! Bye!",My pleasure. Thank you for contacting TownInfo centre. Goodbye.,general-bye,1
hotel,User: I need help finding a guesthouse with a star rating of 3. <SEP> Agent: Would you like it to be in a certain area?,I do not have a preference for an area but I would like it to be in the moderate price range and free wifi.,Hotel-Inform,0
hotel,"User: Can you give me any info on whether you have any 2-star hotel or guesthouses somewhere in town? <SEP> Agent: Yes, there are three! How about Ashley Hotel?",Does it have free wifi and free parking?,Hotel-Inform,0
hotel,"Agent: I'm sorry, the Warkworth is unavailable for your dates. Perhaps you are flexible with your dates? <SEP> User: Well, is it available for at least 4 nights? <SEP> Agent: I'm sorry, four nights isn't possible either.","Actually, I misspoke. I need the room for 5 people, for 5 nights, starting Saturday. If that doesn't work, 4 nights is fine.",Hotel-Inform,0
hotel,User: Could you pick a hotel in the north with free wifi and parking for me and send me the postcode please. <SEP> Agent: There are none with that criteria in the area. Would you like to change the perimeters slightly and I shall try again? <SEP> User: How about just a place in the north with a 4 star rating?,Would you like a hotel or guest house?,Hotel-Select,1
hotel,"User: No, it just needs to be cheap. <SEP> Agent: how about leverton house? it looks lovely. <SEP> User: Sounds good. Can I get it for 7 people and 4 nights from thursday please?",book another day or a shorter stay please,Booking-Request,1
hotel,User: I need a guesthouse with free wifi. <SEP> Agent: There are 23 guesthouses available. Can you tell me what area you are looking for?,East part of town,Hotel-Inform,0
hotel,User: I am looking for a guesthouse to stay in that offers free parking. <SEP> Agent: I show 21 responses. May I have the location you are interested in? Also a price range would help refine our search,I would like to stay in the Centre in the expensive price range.,Hotel-Inform,0
hotel,Agent: Would you prefer one with internet? <SEP> User: Yes WiFi internet please. <SEP> Agent: How about Finches bed and breakfast?,"That is fine, is it in the East?",Hotel-Inform,0
hotel,"User: Could you book the Kirkwood House for me for thursday, 6 people and 5 nights? <SEP> Agent: Your booking was successful. The reference number is 6G15LHZM . Is there anything else? <SEP> User: That is all I needed. Thanks.","Thank you, goodbye.",general-bye,1
hotel,User: I'm looking for a particular B&B. Do you handle those?,"No, I am sorry. B&Bs are not offered.",Hotel-NoOffer,1
hotel,Agent: The acorn guest house also has free internet. Shall I book you a room? <SEP> User: May I just get the phone number please? <SEP> Agent: Absolutely! The phone number is 01223353888. Is there anything else I can help you with today?,You have met all my needs for today. Thank you!,general-thank,0
hotel,"User: It doesn't matter. <SEP> Agent: I was able to get you a room for 3 people for 1 night, starting Monday, at the Acorn Guest House. The reference number is GXTSRBY0 . <SEP> User: That is all. Thank you.",Thank you. We'll be happy to help you with your future travel needs.,general-bye,1
hotel,"User: Can you tell me the name and phone number of that hotel please? <SEP> Agent: It is the Cambridge Belfry hotel and the phone number is 01954714600. Do you need any other details? <SEP> User: No, actually that did it. I have all I need. Thanks again. Goodbye.","Have a nice day, goodbye!",general-bye,1
hotel,"User: I am from out of the area and would love some help finding a room somewhere in the city. <SEP> Agent: Sure, I'd be happy to help. Do have a price range or particular area of town you're interested in?",I'd like it to include free parking and be in the north please.,Hotel-Inform,0
hotel,"Agent: I have The Cambridge Belfry, located in the west, cheap and has wifi. Would you like me to make a reservation for you? <SEP> User: No, just need to make sure it includes free parking. <SEP> Agent: It does include free parking.","Okay, I need to book it for 1 person, 2 nights starting Friday.",Hotel-Inform,0
hotel,Agent: How about the el shaddai? I will need to know how long your stay is going to be and how many is in your party please <SEP> User: Sure. There will be 5 of us for 4 nights starting Monday. <SEP> Agent: The el shaddai was full but I was able to book you at the city centre north b and b. Reference number XLPM3FVL .,Perfect thanks so much for your help that was all I needed today.,general-thank,0
hotel,"Agent: I sure can. CityRoomz is located in the centre of town. They offer free wifi. They are at Sleeperz Hotel, Station Road. Their phone number is 01223304050. <SEP> User: Can you book a room for me there? We'll be arriving on Saturday and need to stay 4 nights. There will be 7 of us staying. <SEP> Agent: I was able to book Cityroomz for you on Saturday for 4 night, 7 people. Your reference number is 5B7M73DK . Is there anything else I can help with?","Nope, that'll be all, thanks. Bye!",general-bye,0
hotel,Agent: Of course. When would you like to stay? <SEP> User: I would like to check in on Saturday for 2 nights. There will be 4 of us. <SEP> Agent: Your reservation was successfully made. The reference number is PJ9D98BY . Can I help you with anything else?,"Nope, that's all I needed. Thank you.",general-thank,0
hotel,"Agent: They are the Huntingdon Marriott Hotel which is in the west area, and the University Arms Hotel which is in the Centre. <SEP> User: The University Arms sounds good. <SEP> Agent: Would you like me to make a reservation for you?","I need it for 8 people, 2 nights from Monday.",Hotel-Inform,0
hotel,"Agent: There are 2 hotels with a 3 star rating and free parking. Would you like to stay in the centre or south? <SEP> User: Either is fine. I'd like a guesthouse. <SEP> Agent: Sorry, I was mistaken. There are 3 guesthouses matching your request. One each in the south, north, and west. Would you like to book one?",Yes please. Which is the cheapest?,Hotel-Inform,0
hotel,User: I am looking for a place to stay that is a guesthouse located in the center of town. <SEP> Agent: Alexander Bed and Breakfast is a 4-star hotel located in the center of town. Would you like to book it? <SEP> User: The hotel should have a star of 0 and should include free parking.,How about el shaddai. It's a gueshouse and located in the centre. They have free internet and parking.,Hotel-Inform,1
hotel,"Agent: when would you like to move into the room <SEP> User: I would like to move in on Saturday and stay for 4 nights. <SEP> Agent: The alpha-milton guest house is available, which is a 3 star hotel. Would you like me to reserve it for you?",I also need to make sure it has free wifi and can accommodate two people.,Hotel-Inform,0
hotel,"Agent: I have at least two properties matching your requirements and both are considered 4 star hotels. Would you like me to book one of them? <SEP> User: Are either of them located on the south side of the city? <SEP> Agent: Yes, two of them are. Aylesbray lodge guest house and rose's bed and breakfast","Okay, please book 4 nights for 4 starting tuesday",Hotel-Inform,0
hotel,"User: Good Evening, I am looking for a place to stay that includes free parking <SEP> Agent: Okay, I have 29 options for you. Is there an area of town that you'd prefer to stay in?",I'm not sure. I would prefer something moderately priced.,Hotel-Inform,0
hotel,"User: No, as long as it's cheap and have 4 stars. Can you recommend me one and book it for 8 people and 3 nights starting Thursday? <SEP> Agent: Sure the Autumn House is a personal favorite. Your booking was successful. <SEP> User: Great. What was the reference number for the booking?","Yes, it's 1GFITCAU .",Booking-Book,1
hotel,Agent: There are several nice guesthouses I can recommend. Are you looking for a specific location? <SEP> User: I don't have a place in mind but I would like for the guesthouse to be on pricier side. <SEP> Agent: I'm sorry to say we don't have any expensive guesthouses. Would you like to try something cheaper?,Could you see if there's a hotel that meets my preferences?,Hotel-Inform,0
hotel,Agent: Are you looking for it to be cheap or expensive? <SEP> User: I am looking for it to be cheap. <SEP> Agent: I have the cambridge belfry on the west side with internet and parking. Would you like me to book that for you?,Is that a hotel type place to stay?,Hotel-Inform,0
hotel,"User: Do you know what area that is in and whether they have internet? <SEP> Agent: They are wifi capable and in the north area, would you like more information or a booking? <SEP> User: Can I please have the address along with post code?","Sure, the address is 62 Gilbert Road and the postcode is cb43pd.",Hotel-Inform,1
hotel,User: There's a place I've heard of that I'm looking for more details. Warkworth House. Do you know of it? <SEP> Agent: The Warkworth House is a 4-star guesthouse in the east that is moderately priced. Would you like me to book it for you? <SEP> User: book it for 1 people and 5 nights starting from sunday.,Booking was successful. Reference number is : SNGZ3N0D .,Booking-Book,1
hotel,"User: I will be traveling to the north. <SEP> Agent: We have quite a few places in the North that you may enjoy staying, is there a particular price range you have in mind? <SEP> User: I would prefer something moderately priced.","I have several guesthouses and hotels that are located in the area that match your price range, did you have any other preferences?",Hotel-Inform,1
hotel,"User: In the same price range as the other hotels. <SEP> Agent: I was able to book Gonville Hotel, reference number is SHEWP52T <SEP> User: Wonderful-thanks. Can you send me the address and phone number of the establishment?",It's address is gonville place and its phone number is 01223366611.,Hotel-Inform,1
hotel,"Agent: I have located the Leverton House. Would you like me to book it for you? <SEP> User: yes, please I would like it booked for 4 people. I would need this for 3 nights starting with monday. <SEP> Agent: I'm sorry. I couldn't book the Leverton House for that day. Would you like me to try another hotel?","Yes, in the same price range, please.",Hotel-Inform,0
hotel,"Agent: Hamilton Lodge is located at 156 chesterton road, postcode cb41da. Would you like to make a reservation? <SEP> User: No that won't be necessary. Thanks for your help. <SEP> Agent: You are welcome. Do you need any more information or do you have any transportation needs?","Nope, that's it. Thanks again.",general-thank,0
hotel,"User: I would like to book the room for friday for four nights. <SEP> Agent: Would you like the reference number? <SEP> User: Yes, please provide the reference number.",I also need to know how many people will be staying?,Booking-Request,1
hotel,User: Great can you book that for 7 people for 3 nights starting friday? <SEP> Agent: The booking was successful for 7 people for 3 nights at acorn guest house . Your reference# is NUYR7OQG . Is there anything else? <SEP> User: No thank you. Good bye.,Goodbye. Enjoy your trip.,general-bye,1
hotel,"Agent: I've found several hotels in the moderate price range. Is there a specific area of town you're looking to stay in? <SEP> User: Yes, I'm looking to stay in the north. <SEP> Agent: I've found 11 possibilities for you. Would you prefer a guest house or a traditional hotel?",The hotel should be in the moderate price range and should include free wifi.,Hotel-Inform,0
hotel,"Agent: There are 8 guesthouses and two hotels meeting your needs. Do you have a preference as to type? <SEP> User: No, I dont have a preference. I need it for 4 people and 5 nights starting from Wednesday. <SEP> Agent: Here is the reservation in Avalon guesthouse, the address is 62 gilbert road, post code cb43pd, and the phone is 01223353071.","Thanks thats all I need today,goodbye.",general-bye,0
hotel,"User: That sounds great. I'd like to book it for 2 people. We'll be arriving Tuesday and we'd like to stay for 5 nights please. <SEP> Agent: Your booking was and your reference number is EY36GH17 . Is there anything else you need help with today? <SEP> User: No, that's all. Thank you.","Thank you, have a good stay, goodbye.",general-bye,1
hotel,"Agent: Alexander bed and breakfast is a guesthouse in the centre of town in the cheap price range. <SEP> User: That location is perfect. Can you book it for me for 2 nights starting with Thursday. It would be for 5 people. <SEP> Agent: Unfortunately, that hotel isn't available during that time. Is there another hotel you would like to book?","No,lets try for next Friday ?",Hotel-Inform,0
hotel,"User: Yes, can you help me with my hotel plans?","Yes, I can certainly help you with that. Is there an area of town you prefer to stay in? And do you have a price range in mind?",Hotel-Request,1
hotel,"User: Great, I need it for 5 people for 3 nights, and let me know the reference number. <SEP> Agent: You've been booked and your reference number is V69YHH10 . <SEP> User: Excellent! Thank you!",Is there anything else I can help you with?,general-reqmore,1
hotel,"User: Thanks, what is the address and does it have free parking? <SEP> Agent: Hamilton lodge is located at 156 chesterton road, and yes it does have free parking. <SEP> User: Cool, thank you. I'm all set now. Bye!",Thank you for contacting us. Please let us know if we can be of any further assistance.,general-bye,1
hotel,"User: No thank you that will be all that I can think of . <SEP> Agent: Okay. Have a good day! <SEP> User: On second thought, would you look for another hotel in the cheap price range? Please book it and give me the reference number.",Booked at worth house. Reference number: DKEC3GVH .,Booking-Book,1
hotel,"User: I need help finding huntingdon marriott hotel please. Could you book a room for me for 6 people on monday for 5 nights please? <SEP> Agent: Unfortunately, the booking was unsuccessful. Would you like for me to find another hotel for you? <SEP> User: I suppose so. Another hotel in the same general price range, if you can.",You are booked at express by holiday inn cambridge. Reference number: FGSTOTPY .,Booking-Book,1
hotel,"Agent: i got it. may i get the day youd like to move in so i can book <SEP> User: Yes, that would be on Tuesday please. <SEP> Agent: How many days will you be staying?",I'll be staying for 3 nights starting on tuesday.,Hotel-Inform,0
hotel,"User: Hi, I'm looking for an upscale hotel. Could you recommend me anywhere in the west part of the area? <SEP> Agent: Huntingdon Marriott Hotel is available in the west part of town and looks upscale.",Does it have a star of 4 and free parking?,Hotel-Inform,0
hotel,"User: Hmm, I'm not sure. I am looking for a guesthouse type, though, and it doesn't need to have free parking. <SEP> Agent: I have 9 that matches your needs. Shall I recommend a nice one? <SEP> User: I would prefer one in the cheap range, a moderately priced one is fine if a cheap one isn't there.",The alexander bed and breakfast is a good option.,Hotel-Recommend,1
hotel,"Agent: Okay, what area would you like to stay in? <SEP> User: I don't care, just something in the moderate price range and 4 stars. <SEP> Agent: The Acorn Guest House fits your criteria. It is located in the North. Would you like a reservation?",No thank you. Would you give me the postcode?,Hotel-Request,0
hotel,Agent: I have 2 hotels in the west. Both offer free internet and free parking. One is cheaper and the other is expensive. Do you have a preference? <SEP> User: I want the cheap one. <SEP> Agent: The cheap one is the Cambridge belfry.,Please book that for 3 people for 3 nights starting on Friday.,Hotel-Inform,0
hotel,"User: Hello, I'm looking for information on the Alpha-Milton Guest House.","Alpha-milton guest house is in the north part of town, in the moderate price range, 3 stars rated, and has no internet or parking",Hotel-Inform,1
hotel,"User: Do they have free parking and wifi? <SEP> Agent: Yes, they both include free parking and wifi. <SEP> User: That's awesome. Can you book one of them for me?",Absolutely! When would you like to stay?,Booking-Request,1
hotel,"User: Great, thank you for your help. <SEP> Agent: You are very welcome! Is there anything else I can help you with? <SEP> User: No, that will be all. Thank you.","Thank you , good day to you.",general-bye,1
hotel,"Agent: I would recommend the Lensfield Hotel. It is a personal favorite. Would you like me to see what is available? <SEP> User: Okay, let's book it for two people for 5 nights starting Friday. <SEP> Agent: I couldn't get you a room at the Lensfield. Maybe a shorter stay or different hotel?",Yes as long as it's in the same price range.,Hotel-Inform,0
hotel,Agent: The allenbell is a 4-star guesthouse in the east. Would you like to make a booking? <SEP> User: does it include free parking? <SEP> Agent: It includes free parking. Would you like to book a room at this hotel?,"Yes, please book it for 1 person and 3 nights starting from sunday.",Hotel-Inform,0
hotel,User: Yep. I think that will work. Please book it. I need a reference number. <SEP> Agent: The finches bed and breakfast was available. 4 nights starting from Monday for 5 people. Your reference number is 6VBU1SFI . Would that work for you? <SEP> User: Yes. Thanks so much. That is great.,Thank you for using our service today.,general-bye,1
hotel,"User: How about an expensive hotel in the south side of town? <SEP> Agent: There is one option, it is The Lensfield Hotel. Do you want me to reserve any rooms for you? <SEP> User: Does it offer free wifi?",Yes the Lensfield Hotel does have free wifi.,Hotel-Inform,1
hotel,"Agent: Sure. It's in the centre on Station Road. Anything else? <SEP> User: Yes, can you book that for me for 5 people and 4 nights? I need it on Sunday. <SEP> Agent: Sorry, that booking wasn't available. Maybe another day or a shorter stay would work?",How about two night?,Hotel-Inform,0
hotel,"Agent: Archway House is a moderately priced 4 star hotel in the North that offers free parking and internet. Would you like me to make a reservation? <SEP> User: Yes, can you please book it for 5 people, 5 nights, starting on Wednesday? <SEP> Agent: Done. The reference number is : FFE8ZDNV",Thanks for the help.,general-thank,0
hotel,"User: Can you find a hotel by the name of Leverton House? <SEP> Agent: Yes, I have found the Leverton House located in the east. <SEP> User: Great, can you book a room for people please? We would like 3 nights arriving on Sunday.",How many people would you like to book?,Booking-Request,1
hotel,Agent: Booking was successful. Reference number is : 6JGB7U7H . The Acorn Guest house. Need any thing else? <SEP> User: Great thank you that's all I needed today <SEP> Agent: Okay great. I am glad I could help.,Thank you for all the help.,general-thank,0
hotel,"User: Yes, 5 people 2 nights from Monday. <SEP> Agent: The booking was successful. Your reference number is BUUMAP41 . Can I help you with anything else today? <SEP> User: No that's it'. I really appreciate your help!",Have an excellent stay!,general-bye,1
hotel,"User: Okay sure. Try another hotel in the same price range. <SEP> Agent: Okay, you're booked at Avalon with reference number 7U6TURWS . May I help with anything else? <SEP> User: That was all that I needed, thank you!",Thank you for calling. Enjoy your stay.,general-bye,1
hotel,Agent: It is available for four nights for five people! I've taken the liberty of booking these rooms for you. Is that agreeable to you? <SEP> User: That's wonderful. What is the reference number for that booking? <SEP> Agent: Can you also give me the address for the hotel,I haven't the faintest. But do you have a reference number for the booking you made?,Hotel-Request,0
hotel,"Agent: No, I think Ashley hotel might be more in your range. <SEP> User: Is it in the east? I need a hotel in the east. <SEP> Agent: Express by Holiday Inn Cambridge is in the eastern part of town. Would you like me to book you a room?","Yes, please. For 1 person for 3 nights starting on Monday.",Hotel-Inform,0
hotel,"User: Good afternoon, can you help me find an expensive place to stay in the town centre? <SEP> Agent: I sure can. I found a 3 star hotel and a 4 star hotel. Do you have a preference? <SEP> User: It should be a hotel type hotel not a guesthouse",How about the Gonville Hotel located in the centre of town is in the expensive price range?,Hotel-Inform,1
hotel,"Agent: I have quite a few places that offer wifi, is there is a certain price range you are looking for? <SEP> User: Something cheap would be good. <SEP> Agent: I have about 10 different places. Do you have a preference on the area of town?",No not really. But I would prefer a hotel and like both free wifi and parking if possible.,Hotel-Inform,0
hotel,"User: Howdy! I'm in town for the night and need a place to stay. I'd like a four star joint with free parking, if you please. <SEP> Agent: Nice! I hope you enjoy this beautiful city, I found 5 hotels for you. What is your price range?",I don't have a price range. As long as it's nice.,Hotel-Request,0
hotel,"Agent: Yes, that would be Rosa's Bed and Breakfast. It has a 4-star rating and offers free wifi and parking. Would you like me to book you a room? <SEP> User: Yes, please book a room for 5 people. <SEP> Agent: What day and how long should I book this for?","Please book it on Thursday, for 5 people, and 3 days.",Hotel-Inform,0
hotel,"User: That's great. Thanks. Do you have their address? <SEP> Agent: The address is 152 chesterton road. <SEP> User: OK, I'm all set here. Thanks for your help.",Enjoy your stay at the worth house. Have a great day.,general-bye,1
hotel,Agent: Booking was successful. Reference number is : 565UIMXV . <SEP> User: Thank you for your help. Do I need to do anything else or I'm good? <SEP> Agent: That is all unless you need something more from me.,Thanks for all your help.,general-thank,0
hotel,Agent: I have the Arbury Lodge guest house on the east side. Shall I reserve it for you? <SEP> User: That would be great. There will be 4 of us and we want to arrive on Saturday for 2 nights. <SEP> Agent: I'm sorry I was unable to book that. Should I try another hotel?,Yes one in the same price range.,Hotel-Inform,0
hotel,Agent: I'm very sorry. That booking was unavailable. Would you like to find another hotel? <SEP> User: Sure. Any guesthouse in the same price range would be fine. <SEP> Agent: I have booked you a room at the Autumn House. Their address is 710 newmarket road. Phone number is 01223575122. Reference number is : YU3MOAHH .,Thank you for the reference number YU3MOAHH. Goodbye.,Hotel-Request,0
